Date.Time,OceanTemp.C
7/18/19 21:00,12.46111111
7/18/19 22:00,12.29222222
7/18/19 23:00,12.34
7/19/19 0:00,11.80722222
7/19/19 1:00,11.92888889
7/19/19 2:00,11.97722222
7/19/19 3:00,11.95277778
7/19/19 4:00,11.565
7/19/19 5:00,10.22222222
7/19/19 6:00,10.63777778
7/19/19 7:00,10.32
7/19/19 8:00,10.71222222
7/19/19 9:00,11.05277778
7/19/19 10:00,11.005
7/19/19 11:00,12.24277778
7/19/19 12:00,12.41277778
7/19/19 13:00,12.31611111
7/19/19 14:00,11.78277778
7/19/19 15:00,11.49222222
7/19/19 16:00,11.80722222
7/19/19 17:00,11.39388889
7/19/19 18:00,11.10222222
7/19/19 19:00,10.46722222
7/19/19 20:00,9.927777778
7/19/19 21:00,9.557777778
7/19/19 22:00,8.965
7/19/19 23:00,8.817222222
7/20/19 0:00,9.162777778
7/20/19 1:00,9.731111111
7/20/19 2:00,9.508888889
7/20/19 3:00,10.63777778
7/20/19 4:00,10.345
7/20/19 5:00,9.657222222
7/20/19 6:00,9.41
7/20/19 7:00,9.361111111
7/20/19 8:00,9.508888889
7/20/19 9:00,9.262222222
7/20/19 10:00,9.756111111
7/20/19 11:00,9.706111111
7/20/19 12:00,9.533888889
7/20/19 13:00,9.632222222
7/20/19 14:00,9.485
7/20/19 15:00,9.682222222
7/20/19 16:00,10.36888889
7/20/19 17:00,9.927777778
7/20/19 18:00,10.05111111
7/20/19 19:00,10.22222222
7/20/19 20:00,9.582777778
7/20/19 21:00,9.485
7/20/19 22:00,9.485
7/20/19 23:00,9.485
7/21/19 0:00,9.607777778
7/21/19 1:00,10.02611111
7/21/19 2:00,9.557777778
7/21/19 3:00,9.706111111
7/21/19 4:00,10.61388889
7/21/19 5:00,10.41777778
7/21/19 6:00,10.81
7/21/19 7:00,11.46722222
7/21/19 8:00,11.46722222
7/21/19 9:00,11.005
7/21/19 10:00,10.81
7/21/19 11:00,11.34611111
7/21/19 12:00,11.15111111
7/21/19 13:00,11.22388889
7/21/19 14:00,10.98
7/21/19 15:00,11.2
7/21/19 16:00,11.15111111
7/21/19 17:00,10.85777778
7/21/19 18:00,11.34611111
7/21/19 19:00,11.80722222
7/21/19 20:00,12.94388889
7/21/19 21:00,12.09777778
7/21/19 22:00,12.05
7/21/19 23:00,11.39388889
7/22/19 0:00,11.27277778
7/22/19 1:00,10.73611111
7/22/19 2:00,10.73611111
7/22/19 3:00,10.85777778
7/22/19 4:00,10.83388889
7/22/19 5:00,10.90722222
7/22/19 6:00,11.005
7/22/19 7:00,10.83388889
7/22/19 8:00,12.67777778
7/22/19 9:00,12.60611111
7/22/19 10:00,12.65388889
7/22/19 11:00,11.71
7/22/19 12:00,11.71
7/22/19 13:00,11.46722222
7/22/19 14:00,11.58888889
7/22/19 15:00,10.95611111
7/22/19 16:00,10.83388889
7/22/19 17:00,13.95388889
7/22/19 18:00,13.35277778
7/22/19 19:00,12.89611111
7/22/19 20:00,12.43722222
7/22/19 21:00,12.36388889
7/22/19 22:00,12.21888889
7/22/19 23:00,12.21888889
7/23/19 0:00,12.12222222
7/23/19 1:00,11.90388889
7/23/19 2:00,11.29722222
7/23/19 3:00,11.80722222
7/23/19 4:00,11.565
7/23/19 5:00,12.34
7/23/19 6:00,12.17111111
7/23/19 7:00,11.95277778
7/23/19 8:00,11.44277778
7/23/19 9:00,11.39388889
